,pm25,t2m,d2m,u10,v10
2016/12/16 14:00,155,278.5034151,263.4579382,1.882195179,1.722719832
2016/12/16 20:00,284,270.5542041,264.568988,3.058869948,0.743057672
2016/12/17 2:00,260,268.7841242,263.6293236,0.199613941,-1.280014998
2016/12/17 8:00,95,266.9129862,261.9046355,0.242775192,-1.497821864
2016/12/17 14:00,279,278.3096335,265.3914406,-1.458556426,-0.311290056
2016/12/17 20:00,401,272.4138819,265.6110896,-0.484244246,-0.947211107
2016/12/18 2:00,360,267.4141095,265.3205225,0.51129478,-1.380949887
2016/12/18 8:00,194,266.2535039,264.1119604,0.642193657,-1.158768134
2016/12/18 14:00,222,278.8763925,268.1227713,-0.305938748,0.126823612
2016/12/18 20:00,319,270.8563366,266.4630914,1.50400356,-0.441911677
2016/12/19 2:00,290,267.3943146,265.5973,0.206335775,-0.866900684
2016/12/19 8:00,107,266.870271,264.7226438,0.762832892,-1.181267552
2016/12/19 14:00,213,278.9232751,268.1434557,0.968379507,-0.67721809
2016/12/19 20:00,302,269.7624085,266.9910371,0.547380416,-0.757216021
2016/12/20 2:00,490,267.4203605,265.5342617,0.346079171,-0.630031811
2016/12/20 8:00,325,267.2494994,265.4200048,0.346786732,-1.094707291
2016/12/20 14:00,456,274.2089658,267.1712872,0.058101641,0.698371328
2016/12/20 20:00,393,272.9504276,268.4684969,0.886302373,0.703996182
2016/12/21 2:00,394,270.8386254,268.0636729,0.109753631,-0.636281649
2016/12/21 8:00,368,269.8895126,267.4933734,0.133810722,-0.82721421
2016/12/21 14:00,390,276.5635159,270.0986275,-0.458418251,-0.270978598
2016/12/21 20:00,446,274.9747155,271.2471062,1.053640667,-0.002860534
2016/12/22 2:00,424,272.0982055,269.5746218,1.440676806,-1.50532167
2016/12/22 8:00,18,271.9440137,264.936383,1.418388618,-2.203116121
2016/12/22 14:00,13,276.0321794,261.4771571,3.478100135,-4.511181419
2016/12/22 20:00,13,271.961725,260.0282616,1.372750902,-3.595580102
2016/12/23 2:00,13,268.5257488,259.4284129,1.218148715,-2.174054372
2016/12/23 8:00,25,266.545218,259.9622684,1.093971672,-2.456234573
2016/12/23 20:00,93,268.766413,262.9408273,-0.790972154,2.643946003
2016/12/24 2:00,74,268.0121235,263.57712,0.640778534,2.680195065
2016/12/24 8:00,155,265.7659245,262.8896087,-0.51007024,2.163333434
2016/12/24 14:00,156,274.952837,264.6300563,0.767785822,2.000525146
2016/12/24 20:00,139,270.0885033,264.7374184,-0.691205983,2.600509626
2016/12/25 14:00,147,273.8714109,265.9814395,0.928756063,1.689595688
2016/12/25 20:00,203,272.5555716,267.652939,0.996681967,1.188046162
2016/12/26 2:00,156,271.916926,268.5955584,0.960950111,-1.516258887
2016/12/26 8:00,24,271.6491741,267.4776138,0.051733588,-2.29748868
2016/12/26 14:00,19,274.1433302,261.8553868,0.164943427,-2.179054243
2016/12/26 20:00,12,270.5510786,261.9066054,0.504219165,-0.088483319
2016/12/27 2:00,9,267.1765708,261.0871077,1.392916405,-1.803438959
2016/12/27 8:00,22,265.253341,257.8908697,1.008710512,-1.822500966
2016/12/27 14:00,16,272.6285002,259.7573939,1.576174832,-0.685967864
2016/12/27 20:00,153,267.8704338,260.6783439,0.188292957,2.339266384
2016/12/28 2:00,167,265.7711337,261.6032337,2.320175746,1.160234381
2016/12/28 8:00,146,266.3639385,260.5315829,1.689384672,-1.357825485
2016/12/28 14:00,13,272.1763432,257.1718393,1.785613035,-3.291212975
2016/12/28 20:00,14,268.3100887,256.0982185,1.363552602,-2.455297098
2016/12/29 2:00,17,265.1522829,255.5840625,1.287135961,-1.629693453
2016/12/29 8:00,18,262.7373064,255.4767004,1.240436902,-1.316576552
2017/1/2 2:00,467,268.2142398,263.0964531,1.067791897,-2.06436971
2017/1/2 8:00,23,265.482545,261.0614984,1.110953148,-1.723441028
2017/1/2 14:00,267,277.8699786,263.9730792,0.578866903,0.851492367
2017/1/2 20:00,164,270.4677317,265.7371662,1.701413217,2.506137067
2017/1/3 2:00,270,266.7285812,264.3325944,2.476900617,0.018701409
2017/1/3 8:00,281,266.6681547,264.3335794,1.231946164,-1.322201407
2017/1/3 14:00,242,280.533954,267.0974142,1.508602709,-0.733779127
2017/1/3 20:00,544,271.4699782,266.2887512,1.051164202,-0.333476982
2017/1/4 2:00,654,266.9181954,265.2633941,0.73806824,-0.998772273
2017/1/4 8:00,272,265.367943,263.8381379,-0.008409139,-0.700342492
2017/1/4 20:00,380,272.7212236,268.3246908,-2.326026821,-0.602532522
2017/1/5 2:00,167,268.9539436,267.1358281,-2.90728859,-1.688129442
2017/1/5 8:00,286,269.2664944,266.4640764,-0.476107288,-1.586882061
2017/1/5 14:00,192,276.1561579,268.389699,-0.988028031,0.336193196
2017/1/5 20:00,217,274.2006312,268.3503001,0.146546829,0.083699727
2017/1/6 2:00,213,270.10934,266.9358786,0.658467571,-1.673754813
2017/1/6 8:00,207,269.3102516,266.8255616,0.461411694,-1.227203864
2017/1/6 14:00,233,275.7727621,269.1579781,0.700921261,0.947739878
2017/1/6 20:00,242,273.6599181,269.9597463,0.9556434,1.429289922
2017/1/7 2:00,245,270.8198724,268.9609835,0.106569604,-1.291264707
2017/1/7 8:00,208,272.0721596,270.0828679,0.055625176,-1.167205416
2017/1/7 14:00,162,274.4319188,272.0114454,-0.767976406,-1.3340761
2017/1/7 20:00,127,272.0700759,271.3899273,-0.027159519,-1.404074289
2017/1/8 2:00,34,271.3168283,269.5834865,0.694906988,-0.826589227
2017/1/8 8:00,18,269.6238443,266.9742925,1.4757011,-1.637505751
2017/1/8 14:00,23,275.5696041,265.0358653,2.101539243,-2.707478075
2017/1/8 20:00,17,272.578492,263.2176048,1.935262292,-2.886535943
2017/1/9 2:00,10,270.3343767,261.5884591,1.384425667,-2.93497219
2017/1/9 8:00,10,266.8338067,260.9196623,0.972624876,-1.605944067
2017/1/9 14:00,18,274.627784,262.0119976,2.127011457,1.127110238
2017/1/9 20:00,99,270.2885359,263.3801253,2.646715376,0.662747249
2017/1/10 2:00,17,269.2612853,257.8760951,1.454828036,-1.818751063
2017/1/10 8:00,7,267.1442739,257.7510035,1.073452389,-1.965622264
2017/1/10 14:00,3,274.8590717,256.3779509,3.382933113,-0.960335767
2017/1/10 20:00,88,268.8539273,258.3459273,2.769831077,-0.2516041
2017/1/11 2:00,98,266.0253417,259.2540726,2.537750906,0.063075261
2017/1/11 8:00,45,265.5148419,259.018664,2.028660409,-0.700967476
2017/1/11 14:00,57,277.6845317,260.2961743,2.232084339,0.000889369
2017/1/11 20:00,89,270.7781989,260.6064408,1.379826517,-2.353112241
2017/1/12 2:00,30,267.6287278,259.7790633,0.892670427,-0.75534107
2017/1/12 8:00,15,266.2576712,260.3611825,0.652453299,-1.537508338
2017/1/12 14:00,83,277.3105125,261.2092444,2.13762488,0.061825293
2017/1/12 20:00,146,271.407468,261.2644029,2.655559895,-2.230927901
2017/1/13 2:00,21,269.4675689,256.9167312,1.56096226,-4.470869962
2017/1/13 8:00,18,266.9244464,254.7694897,1.412020565,-2.567481696
2017/1/13 14:00,13,273.8328629,253.0132825,2.821836847,-4.241188403
2017/1/13 20:00,12,269.7488647,252.8517469,1.439969244,-2.872473807
2017/1/14 2:00,22,265.7148745,252.9630488,1.057532255,-1.721253585
2017/1/14 8:00,29,264.2750567,254.1263022,0.324852326,-1.827188345
2017/1/14 14:00,13,273.7651436,255.7229437,-1.180130977,0.635247961
2017/1/14 20:00,42,268.2715408,259.1102665,-1.269283726,2.396139912
2017/1/15 2:00,45,266.596268,260.7876759,-1.340747437,0.904928485
2017/1/15 8:00,36,265.0439319,262.2099772,-0.427639326,1.500538079
2017/1/15 14:00,50,270.9678131,263.6559178,0.51624771,1.428039954
2017/1/15 20:00,67,266.6014772,263.4894574,-1.507378169,2.065523464
2017/1/16 2:00,101,265.1012329,262.4493257,-1.661272795,-0.549096404
2017/1/16 8:00,110,265.724251,262.9959858,-0.786726785,-1.254390661
2017/1/16 14:00,94,271.2574436,264.5985372,-0.135416428,1.032425187
2017/1/16 20:00,140,267.8110491,264.5916424,-1.957387281,1.768343651
2017/1/17 2:00,121,268.4142724,265.0555647,0.774507657,-0.340976788
2017/1/17 8:00,111,267.1765708,264.9107737,-0.086240904,-0.821901848
2017/1/17 14:00,168,273.6453324,264.5748978,1.491975014,-0.7309667
2017/1/17 20:00,183,267.6162257,260.2626852,0.019893321,-0.999084765
2017/1/18 2:00,58,263.8583222,258.8462937,1.337019046,-1.638443227
2017/1/18 8:00,31,262.503935,255.2215924,0.571083726,-1.951247636
2017/1/18 14:00,25,273.3077774,258.8699331,-0.215017096,1.026175349
2017/1/18 20:00,47,268.6413927,261.9322147,-0.734013454,3.160807633
2017/1/19 2:00,96,268.5830498,262.0563214,-0.581533951,1.53178727
2017/1/19 8:00,108,267.818342,264.1700738,1.176756367,-1.644380573
2017/1/19 14:00,3,269.460276,252.4922317,4.514323946,-7.974529334
2017/1/19 20:00,8,265.1283207,249.4506344,3.243897279,-6.143951685
2017/1/20 2:00,14,262.4653871,250.0790473,1.80224073,-4.047443414
2017/1/20 8:00,13,261.7329762,251.2373758,1.624996575,-1.255328137
2017/1/20 14:00,14,270.3791756,252.9876732,1.857430527,0.304631513
2017/1/20 20:00,49,266.60877,254.9182206,0.468487309,2.444888652
2017/1/21 2:00,97,263.1821705,254.7872192,2.053778842,1.461476589
2017/1/21 8:00,16,265.6867449,252.0913476,2.598601195,-3.678702952
2017/1/21 14:00,11,271.0803314,251.2580602,3.582111675,-4.766799807
2017/1/21 20:00,12,267.2567922,250.641467,2.134087072,-4.16244044
2017/1/22 2:00,24,263.5916121,250.3243057,1.605184854,-2.185616573
2017/1/22 8:00,21,262.2247229,251.9495114,0.717548956,-2.143117673
2017/1/22 14:00,26,271.9596413,253.692914,0.636179384,0.215258824
2017/1/22 20:00,68,267.1484412,255.1102904,-0.873049288,1.376478788
2017/1/23 2:00,31,262.8331553,255.5771677,-0.231291011,-1.603756624
2017/1/23 8:00,21,261.3631243,254.8935963,-0.08907115,-1.079707679
2017/1/23 14:00,30,272.3409534,256.5897201,-0.875525753,0.264632547
2017/1/23 20:00,76,267.2942983,258.5468619,-1.722123084,1.596785589
2017/1/24 2:00,121,264.8116024,257.6357617,0.64856171,-1.482197268
2017/1/24 14:00,77,274.156874,258.4936733,0.246313,1.485538467
2017/1/25 2:00,176,266.5754313,260.5118834,0.624150839,1.405853028
2017/1/25 8:00,153,264.5292648,260.0164419,-0.594270058,-0.404100155
2017/1/25 20:00,227,268.6528529,262.0395768,0.807409266,3.642982661
2017/1/26 8:00,289,267.6131002,263.2609436,1.933493388,-0.741591425
2017/1/27 8:00,12,264.8803636,257.3205702,1.684785522,-0.698155049
2017/1/27 20:00,123,270.0041145,258.4503345,0.726039694,3.122371127
2017/1/28 2:00,646,268.1892357,258.654224,0.555163593,1.656471545
2017/1/28 8:00,365,269.0570853,259.7780784,-0.626110326,1.049612243
2017/1/28 14:00,237,274.0683179,262.5665375,-0.460187155,1.136172503
2017/1/28 20:00,261,269.9853615,264.0962008,-0.940621411,2.138646573
2017/1/29 2:00,237,269.759283,262.3754527,0.848094052,-2.533732569
2017/1/29 8:00,12,267.2776289,251.6165905,2.150007206,-6.60456477
2017/1/29 14:00,15,271.4814384,253.5944167,0.207397117,-6.652063542
2017/1/29 20:00,6,267.8047981,252.4873068,-0.292141299,-2.960909019
2017/1/30 2:00,11,263.3957469,248.9611028,1.583958009,-2.099368804
2017/1/30 8:00,14,260.5911236,249.7717357,1.298456945,-1.948122716
2017/1/30 14:00,12,271.7919056,249.979565,1.218856276,1.004613406
2017/1/30 20:00,70,268.0121235,251.9307969,1.157298426,2.249268712
2017/1/31 2:00,98,268.1777755,253.1610285,2.526783703,1.35897924
2017/1/31 8:00,113,266.844225,253.6357855,1.673110757,0.309006399
2017/1/31 14:00,85,276.4332863,252.4942016,1.851770035,-0.848463661
2017/1/31 20:00,115,270.2166491,253.5244836,1.816038179,-1.913436114
2017/2/1 2:00,9,267.9006471,251.3890617,0.411528609,-2.18342913
2017/2/1 8:00,6,265.0074677,253.1984574,0.58205093,-1.665942515
2017/2/3 2:00,149,268.2611224,259.9208995,0.613183635,-0.932836478
2017/2/3 8:00,70,267.2817963,260.194722,0.213057609,-0.725654337
2017/2/3 14:00,118,278.7742925,263.3801253,0.486883908,2.148646314
2017/2/3 20:00,297,273.3567438,266.2641268,1.104585095,3.357365049
2017/2/4 2:00,319,273.0764898,266.9614879,1.235130191,1.334604871
2017/2/4 8:00,359,270.3583389,266.1675995,0.654222202,-0.939711301
2017/2/4 14:00,281,279.6598534,268.0636729,1.506833806,-0.981897709
2017/2/4 20:00,186,273.0389837,266.1823741,2.143992933,-1.214391696
2017/2/5 2:00,20,270.6646388,261.4702623,1.501880875,-2.380611529
2017/2/5 8:00,15,269.7947054,259.1585302,1.353646742,-2.09874382
2017/2/5 14:00,8,280.4776949,257.7214543,2.228900313,-2.571231599
2017/2/5 20:00,9,273.2754805,258.8522036,0.678986855,-3.31152495
2017/2/6 2:00,6,270.6854755,258.8965274,0.129565353,-2.383736449
2017/2/6 8:00,7,268.7445345,259.1989141,-1.005717068,-1.76281501
2017/2/6 14:00,3,275.8248539,259.094507,-0.673516946,1.143672309
2017/2/6 20:00,29,271.5783292,261.3215314,-0.611251534,2.866752739
2017/2/7 2:00,77,269.4675689,261.3914645,1.165435383,2.215207093
2017/2/7 8:00,75,269.7582412,263.4874874,-1.513392442,1.681470899
2017/2/7 14:00,52,273.4713457,263.5584055,-0.705003432,1.013988164
2017/2/7 20:00,114,270.7615295,264.4714756,-1.483321079,1.642721901
2017/2/8 2:00,122,269.4873637,263.7041815,0.622735716,-1.210016809
2017/2/8 8:00,21,269.3185863,257.1058461,1.259541063,-4.789299225
2017/2/8 14:00,22,274.2162587,255.3023602,2.275953152,-5.569591542
2017/2/8 20:00,20,270.5062796,253.6613948,2.249065815,-5.353347135
2017/2/9 20:00,15,270.9698968,252.1642356,2.94141474,-4.706488867
2017/2/10 2:00,12,268.1579806,254.059324,2.435154489,-3.020282483
2017/2/10 8:00,11,267.2057422,252.2243189,1.775707174,-3.286213105
2017/2/10 14:00,13,275.8717366,251.8047204,4.004879669,-3.929008978
2017/2/10 20:00,17,272.6003706,250.8591461,1.525937966,-2.246864989
2017/2/11 2:00,20,268.5976355,253.6436653,2.45921158,-2.614667975
2017/2/11 8:00,22,267.3734779,257.9036744,1.177463929,-2.226240523
2017/2/11 14:00,17,280.1984827,256.5887352,2.014509179,-0.44566158
2017/2/11 20:00,110,274.1266608,259.6973106,2.452843526,1.635222095
2017/2/12 2:00,266,267.3078422,260.0893299,1.006587828,-1.864374883
2017/2/12 8:00,154,267.0296719,258.9221367,0.20385931,-1.803126467
2017/2/12 14:00,153,281.9893993,259.058063,-0.184238171,0.818680716
2017/2/12 20:00,124,272.1440463,261.811063,1.000219774,2.790817204
2017/2/13 2:00,209,270.2739501,262.0947353,1.060716282,-1.877812035
2017/2/13 8:00,108,269.2904567,261.0654383,1.047626394,-2.548107197
2017/2/13 14:00,20,282.5947062,261.223034,-0.316905952,0.019951376
2017/2/13 20:00,113,274.5558973,263.2185897,-0.90701224,2.60113461
2017/2/14 2:00,153,269.6196769,264.052862,-0.498041695,-0.914086963
2017/2/14 8:00,145,267.5089166,264.0026284,0.277445705,-1.041271174
2017/2/14 20:00,228,272.9931429,266.8265465,0.198906379,3.551110037
2017/2/15 2:00,258,269.4436066,265.117618,-0.224569176,-1.460947818
2017/2/15 8:00,240,268.9643619,265.1373175,-0.173978529,-0.588470386
2017/2/15 20:00,280,275.665453,269.530298,2.419588136,3.954849594
2017/2/16 8:00,209,276.6208169,266.0159136,-0.011593166,-4.68742686
2017/2/16 14:00,18,279.2056127,261.5362555,-2.963539729,-5.119915673
2017/2/16 20:00,14,273.788064,258.5586816,0.346432951,-3.506832398
2017/2/17 2:00,7,270.4302256,253.7096585,1.162251357,-3.252151486
2017/2/17 8:00,8,268.2236163,254.7084213,0.7002137,-1.792814234
2017/2/17 14:00,4,277.2730064,253.2585408,1.880426276,-0.061921506
2017/2/17 20:00,67,272.5889104,258.5724712,0.808470609,2.711131765
2017/2/18 2:00,90,268.3111306,259.7160251,0.445491561,3.102996629
2017/2/18 8:00,80,267.4401554,260.1425184,0.479454513,-0.775340552
2017/2/18 14:00,102,282.0602442,261.1806802,0.151145978,2.39895234
2017/2/18 20:00,92,275.5914826,264.5404238,-0.849699758,3.237993137
2017/2/19 2:00,147,272.9212562,265.194446,-0.811491438,0.091199533
2017/2/19 8:00,160,272.3315768,265.5204721,0.240298727,-2.304675994
2017/2/19 14:00,153,283.1520886,264.7827272,1.11661364,-6.026454724
2017/2/19 20:00,15,276.2613834,256.4685684,0.63441048,-5.745211999
2017/2/20 8:00,6,269.1154282,254.7044814,0.546319074,-4.473369897
2017/2/20 14:00,8,276.4312027,254.0662188,-0.57162809,-2.179991719
2017/2/20 20:00,20,271.1303396,257.6692508,0.207043337,3.352365178
2017/2/21 2:00,38,268.6247233,258.6256597,0.564008111,2.776130083
2017/2/21 14:00,46,271.2449416,265.2348299,0.52544601,2.296767483
2017/2/21 20:00,66,269.2331557,267.6273297,0.122843518,2.069898351
2017/2/22 2:00,84,267.7204094,266.2680667,0.236407139,1.564598922
2017/2/22 8:00,106,268.1777755,265.9745447,2.88976275,-0.47503582
2017/2/22 14:00,128,276.3332701,264.7906069,2.12347365,-4.970544537
2017/2/22 20:00,14,272.8618715,261.5480752,1.24892764,-3.072781125
2017/2/23 2:00,15,269.1258465,260.8645038,2.457088895,-7.035491124
2017/2/23 8:00,10,269.0560435,261.299862,1.88714811,-0.877525409
2017/2/23 14:00,5,278.5857201,260.305039,2.696244681,-0.885337707
2017/2/23 20:00,42,273.6838804,261.3737349,3.501095883,2.192082691
2017/2/24 2:00,78,270.7104796,261.6761217,2.834572954,-1.911873654
2017/2/24 8:00,16,270.4896103,262.4709951,1.314377078,-1.570632481
2017/2/24 14:00,18,282.0216963,262.1991425,2.707211884,-1.874374624
2017/2/24 20:00,12,275.1737063,263.7140312,3.166419295,-2.365924409
2017/2/25 2:00,5,271.8617087,262.730043,3.533997493,-2.794975811
2017/2/25 8:00,14,272.7097634,263.5170366,1.525584185,-0.946586123
2017/2/25 14:00,10,284.1407913,265.2564993,2.131256826,-4.1021295
2017/2/25 20:00,18,277.6741134,265.9381007,1.433601191,-1.991246601
2017/2/26 2:00,21,272.2721922,264.8940291,0.922388009,-2.260614633
2017/2/26 8:00,18,271.7981567,266.1331254,0.470609994,-1.513133968
2017/2/26 14:00,21,284.3001922,266.2434424,1.346217346,-0.276915945
2017/2/26 20:00,40,278.1168938,267.5682314,0.619197908,3.036748342
2017/2/27 2:00,60,271.5126935,265.7381512,2.73374544,-0.221917367
2017/2/27 8:00,86,272.0450719,266.9496682,0.982530737,-1.140018619
2017/2/27 20:00,58,279.9911573,267.2530399,2.880564451,1.594598146
2017/2/28 2:00,11,275.130991,266.0976664,1.259541063,-2.678728818
2017/2/28 8:00,13,274.207924,264.2272023,1.67452588,-2.730602476
2017/2/28 14:00,7,285.9827579,263.098423,1.651530132,-1.800001548
2017/2/28 20:00,18,280.8465049,265.2702889,2.176186981,-1.294702118
2017/3/1 2:00,13,275.837356,263.2235146,0.52084686,-2.788725973
2017/3/1 8:00,7,275.0393094,259.055108,1.107769122,-5.327097814
2017/3/1 14:00,3,278.3315121,256.0322253,2.666173317,-7.952967392
2017/3/1 20:00,14,274.0599833,255.9238783,1.555301768,-2.884036008
2017/3/2 2:00,14,268.9529017,258.1971964,1.647638543,-0.254104035
2017/3/2 8:00,46,271.7700271,260.9206473,2.902852638,-0.555658735
2017/3/2 14:00,47,285.4430867,263.7682048,3.663127466,3.404238836
2017/3/2 20:00,47,280.3266286,265.5973,2.694475777,2.988312095
2017/3/3 2:00,86,272.6212073,264.9925265,3.290242557,0.751494954
2017/3/3 8:00,97,273.2483928,264.6911247,0.792196694,-2.184054114
2017/3/3 14:00,102,286.7162106,266.1341104,-2.783819109,0.069012607
2017/3/3 20:00,92,277.7282889,268.6664765,-3.043847959,1.629284748
2017/3/4 2:00,37,272.8983358,266.920119,-0.700404283,-1.388449693
2017/3/4 8:00,65,272.164883,267.1673473,-0.023975492,-1.118769169
2017/3/4 14:00,98,284.2095525,268.1473956,0.523677106,1.285856132
2017/3/4 20:00,151,278.8243007,270.5073914,-0.400044427,-0.260666365
2017/3/5 2:00,13,275.7571346,264.2143976,-1.240981266,-2.990595751
2017/3/5 8:00,13,274.2735597,263.2570037,-0.024683054,-1.779689573
2017/3/5 14:00,16,281.043412,261.0211145,4.051932508,-4.556805239
2017/3/5 20:00,9,275.7373397,259.4293979,1.262371308,-2.726540081
2017/3/6 2:00,12,270.332293,260.0912998,0.667665871,2.268955702
2017/3/6 8:00,39,273.8276538,262.878774,1.457304501,0.020888852
2017/3/6 14:00,16,280.3745531,262.9831811,-0.445328363,-5.254287197
2017/3/6 20:00,11,274.8226074,256.5247119,0.755403496,-3.780887809
2017/3/7 2:00,6,270.0864196,256.9512053,0.804932801,-3.566518354
2017/3/7 8:00,10,270.4104307,257.5067302,2.174064297,-2.948096851
2017/3/7 14:00,12,278.8972292,258.8196995,2.337157222,-5.307723315
2017/3/7 20:00,7,276.2718017,257.2240429,2.958396216,-3.666203276
2017/3/8 2:00,8,273.5494835,258.0484654,2.039627612,-2.248427449
2017/3/8 8:00,5,274.7548881,260.857609,2.71924043,-2.86809892
2017/3/8 14:00,15,284.022022,258.8778129,4.524583588,-4.122128982
2017/3/8 20:00,14,279.8713461,258.4936733,2.267816195,-1.642818114
2017/3/9 2:00,9,274.1349955,259.094507,2.40260666,-1.541570733
2017/3/9 8:00,9,275.5185541,262.0041178,2.998019659,-1.713128795
2017/3/9 14:00,8,286.9162432,259.8450565,2.962287804,-2.156867317
2017/3/9 20:00,25,280.0724205,263.9523948,3.016416258,-0.231604617
2017/3/10 2:00,23,273.6557508,263.7652499,1.17321856,-1.547508079
2017/3/10 8:00,31,274.6517463,264.163179,1.640916709,-2.714352897
2017/3/10 14:00,23,290.1178061,261.6859714,1.886794329,1.855528896
2017/3/11 2:00,128,278.4617416,265.2781687,3.681524065,0.656497411
2017/3/11 8:00,96,278.2127427,268.3315856,1.278999004,-1.584694617
2017/3/11 20:00,14,282.8384959,265.0388202,2.179724789,-2.807475488
2017/3/12 8:00,6,276.5801853,260.9895954,0.456458764,-5.388658722
2017/3/13 8:00,6,274.2131332,261.2062895,1.732545923,-2.469359234
2017/3/13 14:00,6,285.4222499,259.422503,0.764248015,-0.732841652
2017/3/14 8:00,10,276.028012,262.7467876,1.383364324,-3.334024368
2017/3/14 20:00,21,279.9619859,264.3710084,-0.095085422,3.369552234
2017/3/15 8:00,50,275.1580787,265.4830431,-0.660780839,-0.715029612
2017/3/15 14:00,88,287.0996064,263.9967186,1.543273223,3.102059153
2017/3/15 20:00,78,281.3809669,264.3650985,1.101047287,3.30049152
2017/3/16 2:00,117,276.9646229,263.7150162,2.167696243,1.681470899
2017/3/16 20:00,123,282.5988736,266.5497691,0.63441048,3.169557407
2017/3/17 2:00,69,278.0387561,268.35424,1.477823784,2.638946132
2017/3/17 8:00,96,278.8034639,271.6460204,0.821914277,0.615873462
2017/3/17 14:00,139,287.6517796,273.6021771,1.465441458,1.287106099
2017/3/17 20:00,164,283.9313822,275.0579675,1.275814977,2.836128532
2017/3/18 2:00,193,275.6977499,272.6378884,0.66731209,-1.197829624
2017/3/18 8:00,166,277.358437,271.4135667,0.575682876,-3.369648446
2017/3/18 14:00,144,290.2532449,271.3613631,-0.344854631,2.275205541
2017/3/18 20:00,142,284.5252289,273.276151,-1.120695812,3.192056825
2017/3/19 2:00,257,280.3818459,272.8043489,-1.069397603,-0.106920342
2017/3/19 8:00,218,278.8607649,273.5519435,-0.516084513,-0.765340811
2017/3/19 14:00,241,290.2563704,274.9131765,1.02215418,3.78954137
2017/3/19 20:00,210,285.5858182,274.782175,-0.754178956,3.059872744
2017/3/20 2:00,190,283.1927203,274.4669836,-1.061968207,1.26929406
2017/3/20 8:00,164,281.8550024,275.0431929,-0.807246069,-1.761565042
2017/3/20 14:00,170,282.3207033,276.1374981,-4.595530321,-0.420037243
2017/3/20 20:00,69,278.9316098,274.4423593,-1.054538812,0.819618192
2017/3/21 2:00,73,276.130112,272.2606436,0.608230705,-0.585970451
2017/3/21 8:00,64,276.2478395,272.2921628,1.180294175,-1.468760116
2017/3/21 14:00,116,285.778558,271.2638508,1.862029677,1.364604095
2017/3/21 20:00,107,282.0571187,272.5384061,0.126027545,2.706444386
2017/3/22 2:00,129,276.9469116,271.4805449,2.004249538,2.719256555
2017/3/22 8:00,151,277.1813248,271.5642676,-0.389784786,-0.351914005
2017/3/22 14:00,165,287.0808533,272.1424469,-0.14107692,2.514574349
2017/3/23 2:00,199,280.8194172,276.5945257,0.088526786,0.957427127
2017/3/23 8:00,124,278.9284843,276.511788,-2.49124243,0.397754104
2017/3/23 14:00,116,280.6923131,273.9932115,-2.589593478,1.036800074
2017/3/23 20:00,119,279.1306005,271.403717,-1.325888646,0.63681042
2017/3/24 2:00,61,276.2301283,273.8228111,-1.315275223,1.514287723
2017/3/24 8:00,59,274.6038218,274.1675518,-2.23581273,0.294631771
2017/3/24 14:00,66,275.9998824,274.8678677,-1.79146411,-0.567533428
2017/3/24 20:00,65,276.1155263,275.2401876,-1.455372399,0.614623494
2017/3/25 2:00,58,274.8778248,274.0247306,1.105292656,-1.095644767
2017/3/25 8:00,53,274.6538299,273.5933124,0.636886946,-1.575632351
2017/3/25 14:00,24,284.0178546,273.0712766,0.339711117,-3.349648964
2017/3/25 20:00,12,280.9444375,271.8233156,2.765585708,-1.915936049
2017/3/26 2:00,11,279.305629,266.258217,1.488083426,-2.742477169
2017/3/26 8:00,8,278.9138986,267.8932725,2.465225852,-3.489957835
2017/3/26 14:00,14,284.6731696,267.5022382,2.594355826,-2.767476523
2017/3/26 20:00,15,279.5327493,268.9274944,2.480438425,-1.916873525
2017/3/27 2:00,13,276.8343933,268.5295652,1.752003864,-2.032495534
2017/3/27 8:00,17,277.8105939,269.3786121,2.10472327,-2.753101894
2017/3/27 14:00,11,285.7087549,265.0486699,0.489714154,-0.01848513
2017/3/27 20:00,21,281.7456096,268.5551745,-0.603822138,3.12112116
2017/3/28 2:00,52,278.8701415,267.7524213,0.308932192,2.933001026
2017/3/28 8:00,71,279.1285169,270.7014311,1.448459982,-0.901274795
2017/3/28 14:00,55,288.069556,271.1909628,1.190553817,0.960864538
2017/3/28 20:00,62,283.7073874,272.6339485,1.609784003,3.068622518
2017/3/29 8:00,154,279.2118638,274.0966337,1.338080389,0.089637074
2017/3/29 14:00,125,291.4576076,272.4576383,2.62018182,2.515511825
2017/3/29 20:00,123,285.9494191,273.642561,0.665896967,3.313928672
2017/3/30 2:00,102,282.4280124,275.6696359,1.755541672,0.441815464
2017/3/30 8:00,142,282.7009735,273.8730448,-1.778374223,-3.896197326
2017/3/30 14:00,64,287.3611073,271.4903946,-3.313428889,-0.637844109
2017/3/30 20:00,54,282.8770439,271.7366379,-1.892645404,0.94492745
2017/3/31 2:00,76,278.9243169,273.8109915,0.45468986,-1.376575
2017/3/31 8:00,10,279.4254402,273.2584215,1.814623056,-3.074031093
2017/3/31 14:00,11,288.29876,265.8957469,1.298456945,-2.342800008
2017/3/31 20:00,29,284.5377309,268.1375459,2.892592996,-0.077858594
2017/4/1 2:00,53,278.8482629,267.6854432,1.833019655,-1.482197268
2017/4/1 8:00,14,281.2986619,268.905825,1.703535902,-3.488395375
2017/4/1 14:00,13,293.6579659,267.1092338,1.848232228,1.548974326
2017/4/1 20:00,34,290.2417847,267.9267616,-2.318951206,2.089897834
